,Campaign_ID,Campaign_Name,Start_Date,End_Date,Channel,Impressions,Clicks,Spend,Conversions,Active,Campaign_Tag,Duration,click_through_rate,conversion_rate,cost_per_click,cost_acquisition
1043,CMP-01044,Q4_Winter_CMP-01044,2023-09-18,2023-09-28,Instagram,68584,1748,2441.98,137.0,0,IN,10 days,0.025486994051090634,0.07837528604118993,1.3970137299771168,17.824671532846715
1044,CMP-01045,Q2_Launch_CMP-01045,2023-01-07,2023-01-12,Email,79477,3502,3773.94,493.0,1,EM,5 days,0.04406306226958743,0.1407766990291262,1.0776527698458025,7.6550507099391485
1045,CMP-01046,Q3_BlackFriday_CMP-01046,2023-07-16,2023-08-09,Email,43533,1138,2028.15,172.0,1,EM,24 days,0.026141088369742493,0.15114235500878734,1.7822056239015818,11.79156976744186
1046,CMP-01047,Q2_BlackFriday_CMP-01047,2023-01-19,2023-02-11,TikTok,2828,37,71.36,4.0,0,TI,23 days,0.013083451202263084,0.10810810810810811,1.9286486486486487,17.84
1047,CMP-01048,Q3_Summer_CMP-01048,2023-12-02,2023-12-15,TikTok,2917,92,167.93,14.0,1,TI,13 days,0.03153925265683922,0.15217391304347827,1.8253260869565218,11.995000000000001
1048,CMP-01049,Q2_BlackFriday_CMP-01049,2023-08-02,2023-08-03,Facebook,21618,961,870.6,131.0,1,FA,1 days,0.04445369599407901,0.13631633714880334,0.9059313215400625,6.645801526717557
1049,CMP-01050,Q2_Launch_CMP-01050,2023-02-09,2023-02-21,Instagram,33254,1117,883.82,214.0,0,IN,12 days,0.03358994406687917,0.19158460161145927,0.7912444046553269,4.13
1050,CMP-01051,Q3_Summer_CMP-01051,2023-12-11,2023-12-13,Email,48362,921,1115.93,53.0,1,EM,2 days,0.019043877424424135,0.05754614549402823,1.2116503800217155,21.055283018867925
1051,CMP-01052,Q1_Winter_CMP-01052,2023-09-22,2023-10-09,Google Ads,21128,536,273.9,35.0,1,GO,17 days,0.025369178341537298,0.06529850746268656,0.5110074626865672,7.825714285714285
1052,CMP-01053,Q4_Winter_CMP-01053,2023-02-05,2023-03-03,Facebook,60383,1691,910.97,128.0,0,FA,26 days,0.028004570822913733,0.07569485511531639,0.5387167356593732,7.116953125
1053,CMP-01054,Q4_BlackFriday_CMP-01054,2023-06-09,2023-06-10,Google Ads,66545,2207,2935.17,338.0,1,GO,1 days,0.033165527086933655,0.15314907113729043,1.3299365654734934,8.683934911242604
1054,CMP-01055,Q3_Launch_CMP-01055,2023-01-05,2023-01-09,Google Ads,83180,3358,4300.5,493.0,1,GO,4 days,0.04037028131762443,0.14681357951161406,1.2806730196545564,8.723123732251521
1055,CMP-01056,Q1_BlackFriday_CMP-01056,2023-06-05,2023-06-22,Instagram,88958,1241,2471.91,228.0,0,IN,17 days,0.013950403561231143,0.18372280419016923,1.9918694601128122,10.841710526315788
1056,CMP-01057,Q1_BlackFriday_CMP-01057,2023-07-08,2023-07-30,TikTok,10865,495,397.37,79.0,0,TI,22 days,0.04555913483663138,0.1595959595959596,0.8027676767676768,5.03
1057,CMP-01058,Q1_Winter_CMP-01058,2023-04-11,2023-04-20,Facebook,3219,33,29.28,4.0,1,FA,9 days,0.010251630941286114,0.12121212121212122,0.8872727272727273,7.32
1058,CMP-01059,Q4_Launch_CMP-01059,2023-05-06,2023-05-25,Google Ads,40809,1012,678.35,201.0,0,GO,19 days,0.0247984513220123,0.19861660079051383,0.6703063241106719,3.3748756218905474
1059,CMP-01060,Q3_BlackFriday_CMP-01060,2023-01-13,2023-01-30,Facebook,6287,69,129.47,6.0,1,FA,17 days,0.010975027835215524,0.08695652173913043,1.8763768115942028,21.578333333333333
1060,CMP-01061,Q1_Winter_CMP-01061,2023-12-22,2023-12-23,Facebook,35387,910,1516.71,159.0,0,FA,1 days,0.025715658292593327,0.17472527472527472,1.6667142857142858,9.539056603773584
1061,CMP-01062,Q3_BlackFriday_CMP-01062,2023-01-01,2023-01-11,TikTok,9512,295,511.39,33.0,1,TI,10 days,0.031013456686291,0.11186440677966102,1.7335254237288136,15.496666666666666
1062,CMP-01063,Q2_Launch_CMP-01063,2023-06-07,2023-07-06,Google Ads,2342,71,131.64,10.0,1,GO,29 days,0.03031596925704526,0.14084507042253522,1.8540845070422534,13.163999999999998
1063,CMP-01064,Q2_Summer_CMP-01064,2023-05-02,2023-05-28,Facebook,64076,1065,1371.03,169.0,1,FA,26 days,0.016620887695861165,0.15868544600938966,1.2873521126760563,8.112603550295859
1064,CMP-01065,Q4_Launch_CMP-01065,2023-03-14,2023-03-19,Instagram,20216,724,852.0,105.0,0,IN,5 days,0.03581321725366047,0.14502762430939226,1.1767955801104972,8.114285714285714
1065,CMP-01066,Q4_Launch_CMP-01066,2023-04-29,2023-05-10,Email,94070,1109,1104.11,78.0,0,EM,11 days,0.0117890932284469,0.0703336339044184,0.995590622182146,14.15525641025641
1066,CMP-01067,Q4_Winter_CMP-01067,2023-12-25,2024-01-24,Email,80767,3269,4523.71,380.0,0,EM,30 days,0.040474451199128354,0.11624349954114407,1.3838207402875498,11.9045
1067,CMP-01068,Q3_BlackFriday_CMP-01068,2023-02-13,2023-02-21,TikTok,98829,4730,5588.11,634.0,0,TI,8 days,0.04786044582055874,0.13403805496828752,1.1814186046511628,8.814053627760252
1068,CMP-01069,Q3_Launch_CMP-01069,2023-11-23,2023-12-21,Google Ads,27614,651,766.45,115.0,0,GO,28 days,0.023574998189324257,0.17665130568356374,1.177342549923195,6.664782608695653
1069,CMP-01070,Q4_BlackFriday_CMP-01070,2023-10-18,2023-11-03,TikTok,37258,1143,2177.86,133.0,1,TI,16 days,0.030677975199957058,0.1163604549431321,1.9053893263342083,16.374887218045114
1070,CMP-01071,Q1_Winter_CMP-01071,2023-12-06,2024-01-01,Facebook,94789,2384,4710.9,447.0,1,FA,26 days,0.025150597643186445,0.1875,1.9760486577181207,10.538926174496643
1071,CMP-01072,Q1_Launch_CMP-01072,2023-05-14,2023-05-21,TikTok,43078,442,749.07,51.0,1,TI,7 days,0.010260457774269928,0.11538461538461539,1.6947285067873303,14.687647058823531
1072,CMP-01073,Q4_BlackFriday_CMP-01073,2023-07-21,2023-07-28,Facebook,84524,2149,3513.91,284.0,1,FA,7 days,0.02542473143722493,0.1321544904606794,1.6351372731503024,12.372922535211266
1073,CMP-01074,Q4_Summer_CMP-01074,2023-06-12,2023-07-04,Unknown,97573,4065,6182.2,688.0,1,INVALID,22 days,0.04166111526754328,0.16924969249692498,1.5208364083640835,8.985755813953489
1074,CMP-01075,Q2_Winter_CMP-01075,2023-04-14,2023-04-30,Instagram,13219,447,334.85,61.0,1,IN,16 days,0.03381496331038657,0.13646532438478748,0.7491051454138703,5.4893442622950825
1075,CMP-01076,Q3_Winter_CMP-01076,2023-02-25,2023-03-13,Instagram,1235,17,10.01,3.0,1,IN,16 days,0.013765182186234818,0.17647058823529413,0.5888235294117647,3.3366666666666664
1076,CMP-01077,Q2_Winter_CMP-01077,2023-08-27,2023-09-12,TikTok,43929,1927,2960.04,287.0,0,TI,16 days,0.043866238703362245,0.14893617021276595,1.5360871821484172,10.313728222996515
1077,CMP-01078,Q3_Summer_CMP-01078,2023-07-03,2023-07-10,Email,68444,2138,3406.22,274.0,1,EM,7 days,0.031237215826076793,0.12815715622076707,1.5931805425631431,12.431459854014598
1078,CMP-01079,Q1_BlackFriday_CMP-01079,2023-06-07,2023-06-11,Instagram,9567,417,237.88,22.0,0,IN,4 days,0.04358733145186579,0.05275779376498801,0.5704556354916067,10.812727272727273
1079,CMP-01080,Q2_BlackFriday_CMP-01080,2023-02-16,2023-02-22,Instagram,71792,2384,4510.71,267.0,0,IN,6 days,0.03320704256741698,0.11199664429530201,1.8920763422818792,16.894044943820226
1080,CMP-01081,Q4_Launch_CMP-01081,2023-12-27,2024-01-09,Email,66441,2151,1369.57,204.0,0,EM,13 days,0.03237458798031336,0.09483960948396095,0.6367131566713157,6.713578431372548
1082,CMP-01083,Q1_Winter_CMP-01083,2023-02-28,2023-07-02,Facebook,74698,1247,1881.21,101.0,1,FA,124 days,0.016693887386543146,0.0809943865276664,1.5085886126704091,18.625841584158415
1083,CMP-01084,Q2_Winter_CMP-01084,2023-06-03,2023-06-24,Email,6415,313,236.26,25.0,0,EM,21 days,0.04879189399844115,0.07987220447284345,0.7548242811501598,9.4504
1084,CMP-01085,Q3_BlackFriday_CMP-01085,2023-01-11,2023-01-16,Instagram,37159,711,414.6,55.0,1,IN,5 days,0.01913399176511747,0.07735583684950774,0.5831223628691984,7.538181818181819
1085,CMP-01086,Q1_Winter_CMP-01086,2023-10-12,2023-11-09,TikTok,44925,2205,2197.77,151.0,1,TI,28 days,0.04908180300500835,0.06848072562358276,0.9967210884353741,14.55476821192053
1086,CMP-01087,Q2_Winter_CMP-01087,2023-08-25,2023-09-20,Google Ads,6951,217,357.82,20.0,0,GO,26 days,0.03121852970795569,0.09216589861751152,1.6489400921658985,17.891
1087,CMP-01088,Q4_Summer_CMP-01088,2023-03-07,2023-04-03,TikTok,88388,1363,1527.27,249.0,0,TI,27 days,0.015420645336471014,0.18268525311812178,1.120520909757887,6.133614457831325
1088,CMP-01089,Q2_Winter_CMP-01089,2023-04-24,2023-04-29,Instagram,9007,125,184.93,20.0,0,IN,5 days,0.013878094815143778,0.16,1.47944,9.246500000000001
1089,CMP-01090,Q3_Summer_CMP-01090,2023-07-10,2023-08-01,Email,42832,786,1076.37,125.0,0,EM,22 days,0.018350765782592454,0.15903307888040713,1.3694274809160305,8.610959999999999
1090,CMP-01091,Q4_Winter_CMP-01091,2023-02-13,2023-02-18,Instagram,59596,2802,1494.38,475.0,0,IN,5 days,0.04701657829384522,0.16952177016416844,0.5333261955745896,3.146063157894737
1091,CMP-01092,Q3_Summer_CMP-01092,2023-03-08,2023-08-02,Email,31523,837,1659.61,75.0,1,EM,147 days,0.026552041366621197,0.08960573476702509,1.9828076463560333,22.12813333333333
1092,CMP-01093,Q4_Launch_CMP-01093,2023-02-03,2023-02-20,Facebook,89861,2319,1303.61,424.0,0,FA,17 days,0.025806523408375158,0.18283742992669255,0.5621431651573954,3.0745518867924524
1093,CMP-01094,Q2_Launch_CMP-01094,2023-03-12,2023-07-03,Facebook,87740,1976,3856.57,139.0,0,FA,113 days,0.02252108502393435,0.07034412955465587,1.9517054655870447,27.745107913669067
1094,CMP-01095,Q4_Launch_CMP-01095,2023-06-19,2023-07-17,Email,16524,262,347.1,26.0,0,EM,28 days,0.015855725006051802,0.09923664122137404,1.3248091603053436,13.350000000000001
1096,CMP-01097,Q4_Winter_CMP-01097,2023-07-22,2023-07-25,Email,24930,378,254.07,24.0,1,EM,3 days,0.01516245487364621,0.06349206349206349,0.6721428571428572,10.58625
1099,CMP-01100,Q3_Launch_CMP-01100,2023-03-18,2023-03-21,TikTok,17984,449,258.83,75.0,1,TI,3 days,0.024966637010676158,0.16703786191536749,0.5764587973273941,3.4510666666666663
1100,CMP-01101,Q4_Summer_CMP-01101,2023-11-14,2023-12-03,Google Ads,15060,436,621.86,54.0,0,GO,19 days,0.02895086321381142,0.12385321100917432,1.4262844036697249,11.515925925925925
1102,CMP-01103,Q1_Winter_CMP-01103,2023-01-02,2023-02-09,Google Ads,85056,4235,5850.85,678.0,0,GO,38 days,0.049790726109857034,0.16009445100354192,1.3815466351829988,8.629572271386431
1104,CMP-01105,Q3_BlackFriday_CMP-01105,2023-09-27,2023-10-22,Facebook,60207,814,812.36,100.0,1,FA,25 days,0.013520022588735529,0.12285012285012285,0.9979852579852581,8.1236
1105,CMP-01106,Q3_Summer_CMP-01106,2023-10-06,2023-10-20,Facebook,76046,2606,4358.4,159.0,1,FA,14 days,0.034268732083212794,0.06101304681504221,1.6724481964696851,27.41132075471698
1106,CMP-01107,Q4_Summer_CMP-01107,2024-01-01,2024-01-28,Instagram,30287,486,561.61,69.0,0,IN,27 days,0.016046488592465415,0.1419753086419753,1.1555761316872428,8.139275362318841
1107,CMP-01108,Q2_Winter_CMP-01108,2023-09-06,2023-09-27,TikTok,94709,1064,1533.88,159.0,1,TI,21 days,0.011234412780200403,0.14943609022556392,1.4416165413533835,9.647044025157234
1108,CMP-01109,Q4_Winter_CMP-01109,2023-06-14,2023-06-26,Email,40711,1987,2923.25,212.0,1,EM,12 days,0.04880744761857975,0.10669350780070458,1.4711877201811776,13.788915094339623
1109,CMP-01110,Q1_Winter_CMP-01110,2023-06-08,2023-06-13,Facebook,12954,530,935.79,102.0,1,FA,5 days,0.040914003396634244,0.19245283018867926,1.7656415094339621,9.174411764705882
1110,CMP-01111,Q3_Launch_CMP-01111,2023-05-24,2023-06-20,TikTok,74340,3657,3610.86,662.0,1,TI,27 days,0.049192897497982245,0.18102269619907027,0.987383100902379,5.4544712990936555
1111,CMP-01112,Q1_BlackFriday_CMP-01112,2023-08-30,2023-09-08,Google Ads,73101,2128,3257.85,332.0,0,GO,9 days,0.029110408886335343,0.15601503759398497,1.5309445488721805,9.812801204819277
1112,CMP-01113,Q4_Winter_CMP-01113,2023-04-30,2023-05-14,TikTok,72520,2269,4407.36,356.0,1,TI,14 days,0.03128792057363486,0.15689731159100925,1.9424239753195238,12.380224719101122
1113,CMP-01114,Q4_Winter_CMP-01114,2023-12-03,2023-12-05,Google Ads,88062,1473,2349.97,129.0,0,GO,2 days,0.016726851536417522,0.08757637474541752,1.5953632043448742,18.216821705426355
1114,CMP-01115,Q3_BlackFriday_CMP-01115,2023-01-29,2023-02-23,Facebook,19574,389,480.34,57.0,0,FA,25 days,0.019873301318074996,0.14652956298200515,1.2348071979434447,8.427017543859648
1116,CMP-01117,Q1_BlackFriday_CMP-01117,2023-07-01,2023-07-03,TikTok,20096,487,783.84,34.0,0,TI,2 days,0.024233678343949044,0.06981519507186858,1.6095277207392198,23.054117647058824
1117,CMP-01118,Q4_Winter_CMP-01118,2023-03-30,2023-04-27,Facebook,68728,2960,4198.5,591.0,1,FA,28 days,0.04306832731928763,0.19966216216216215,1.4184121621621621,7.104060913705584
1118,CMP-01119,Q2_Launch_CMP-01119,2023-12-24,2024-01-04,Google Ads,35016,1343,705.09,192.0,0,GO,11 days,0.03835389536212017,0.14296351451973194,0.5250111690245719,3.67234375
1119,CMP-01120,Q1_Launch_CMP-01120,2023-12-27,2024-01-21,Email,12246,209,165.56,23.0,1,EM,25 days,0.01706679732157439,0.11004784688995216,0.7921531100478469,7.1982608695652175
1120,CMP-01121,Q1_BlackFriday_CMP-01121,2023-10-16,2023-10-29,Instagram,46558,1410,2419.14,131.0,1,IN,13 days,0.030284806048369774,0.09290780141843971,1.7157021276595743,18.466717557251908
1121,CMP-01122,Q1_Launch_CMP-01122,2023-09-10,2023-09-11,TikTok,19381,718,652.64,100.0,0,TI,1 days,0.03704659202311542,0.1392757660167131,0.9089693593314763,6.5264
1122,CMP-01123,Q1_Winter_CMP-01123,2023-01-20,2023-01-27,Facebook,37455,726,1159.67,41.0,1,FA,7 days,0.019383259911894272,0.05647382920110193,1.5973415977961434,28.284634146341464
1123,CMP-01124,Q3_Winter_CMP-01124,2023-04-30,2023-05-22,Email,93263,4031,4265.52,258.0,1,EM,22 days,0.04322185647041163,0.06400396923840238,1.0581791118829076,16.533023255813955
1124,CMP-01125,Q4_Launch_CMP-01125,2023-02-09,2023-09-26,Instagram,5018,159,203.97,8.0,0,IN,229 days,0.03168593064966122,0.050314465408805034,1.2828301886792453,25.49625
1126,CMP-01127,Q4_Launch_CMP-01127,2023-04-01,2023-04-13,Google Ads,68506,2282,1761.34,319.0,1,GO,12 days,0.03331095086561761,0.13978965819456618,0.771840490797546,5.521442006269592
1127,CMP-01128,Q1_BlackFriday_CMP-01128,2023-06-15,2023-06-28,TikTok,42157,2107,4078.72,125.0,0,TI,13 days,0.04997983727494841,0.05932605600379687,1.9357949691504508,32.62976
1128,CMP-01129,Q4_BlackFriday_CMP-01129,2023-03-17,2023-04-01,Instagram,55917,895,1642.51,141.0,1,IN,15 days,0.016005865836865352,0.15754189944134078,1.8352067039106146,11.649007092198582
1129,CMP-01130,Q1_Launch_CMP-01130,2023-02-26,2023-03-18,Email,93738,3999,5912.17,338.0,0,EM,20 days,0.04266146066696537,0.08452113028257065,1.4784121030257564,17.491627218934912
1130,CMP-01131,Q3_Launch_CMP-01131,2023-02-07,2023-03-06,Email,97646,1786,2124.39,272.0,1,EM,27 days,0.01829055977715421,0.1522956326987682,1.1894680851063828,7.810257352941176
1131,CMP-01132,Q3_BlackFriday_CMP-01132,2023-07-22,2023-08-19,Facebook,84122,3473,5256.88,685.0,1,FA,28 days,0.04128527614654906,0.19723581917650446,1.5136423841059603,7.6742773722627735
1132,CMP-01133,Q1_Winter_CMP-01133,2023-06-15,2023-06-23,Facebook,25519,1005,1435.06,154.0,1,FA,8 days,0.039382420941259454,0.15323383084577114,1.4279203980099502,9.318571428571428
1133,CMP-01134,Q4_Launch_CMP-01134,2023-08-12,2023-09-05,Email,97809,2153,2912.64,392.0,1,EM,24 days,0.02201228925763478,0.18207152810032512,1.35282861124013,7.4302040816326524
1134,CMP-01135,Q1_Winter_CMP-01135,2023-11-29,2023-12-29,Email,88487,2038,1199.9,391.0,1,EM,30 days,0.02303163176511804,0.1918547595682041,0.5887634936211973,3.0687979539641947
1135,CMP-01136,Q1_BlackFriday_CMP-01136,2023-10-15,2023-10-20,Google Ads,57819,2411,3494.03,296.0,1,GO,5 days,0.04169909545305177,0.12277063459145583,1.4492036499377852,11.804155405405407
1136,CMP-01137,Q3_Winter_CMP-01137,2023-07-02,2023-07-18,Facebook,81910,2330,3852.38,361.0,0,FA,16 days,0.02844585520693444,0.15493562231759656,1.653381974248927,10.671412742382271
1137,CMP-01138,Q4_Launch_CMP-01138,2023-03-31,2023-04-20,Email,72324,2837,5648.81,504.0,1,EM,20 days,0.03922625960953487,0.17765244977088473,1.9911209023616498,11.20795634920635
1139,CMP-01140,Q3_Summer_CMP-01140,2023-12-26,2024-01-12,Facebook,60379,2662,4246.58,237.0,0,FA,17 days,0.04408817635270541,0.08903080390683696,1.5952592036063111,17.918059071729957
1140,CMP-01141,Q1_Launch_CMP-01141,2023-10-18,2023-11-16,Facebook,26053,1001,1359.04,192.0,0,FA,29 days,0.03842167888534909,0.1918081918081918,1.3576823176823176,7.078333333333333
1143,CMP-01144,Q3_Launch_CMP-01144,2023-09-12,2023-10-10,Email,99723,3362,3744.02,394.0,1,EM,28 days,0.03371338607944005,0.11719214753123142,1.1136287923854848,9.50258883248731
1144,CMP-01145,Q3_BlackFriday_CMP-01145,2023-05-02,2023-05-27,Google Ads,52356,1778,1834.12,301.0,1,GO,25 days,0.033959813583925434,0.16929133858267717,1.0315635545556805,6.093421926910299
1145,CMP-01146,Q1_BlackFriday_CMP-01146,2023-11-22,2023-12-13,Facebook,11789,284,271.01,37.0,1,FA,21 days,0.02409025362626177,0.13028169014084506,0.9542605633802816,7.324594594594594
1146,CMP-01147,Q2_BlackFriday_CMP-01147,2023-12-29,2024-01-04,Instagram,98720,2797,4464.91,412.0,1,IN,6 days,0.028332658022690436,0.1473006792992492,1.596321058276725,10.837160194174757
1147,CMP-01148,Q3_Launch_CMP-01148,2023-06-21,2023-06-29,TikTok,67656,779,1208.3,127.0,0,TI,8 days,0.011514130306255173,0.16302952503209242,1.5510911424903722,9.514173228346456
1148,CMP-01149,Q1_Launch_CMP-01149,2023-05-08,2023-05-28,Google Ads,45028,1793,2480.67,256.0,1,GO,20 days,0.03981966776228125,0.14277746793084217,1.3835303959843837,9.6901171875
1149,CMP-01150,Q3_BlackFriday_CMP-01150,2023-02-25,2023-03-14,Instagram,65484,2093,3993.44,274.0,0,IN,17 days,0.0319620059861951,0.1309125656951744,1.9079980888676542,14.574598540145985
1152,CMP-01153,Q4_Winter_CMP-01153,2023-10-07,2023-11-01,TikTok,3336,95,140.97,13.0,1,TI,25 days,0.028477218225419664,0.1368421052631579,1.4838947368421052,10.843846153846155
1153,CMP-01154,Q2_Summer_CMP-01154,2023-10-23,2023-10-26,Instagram,68779,782,624.21,81.0,0,IN,3 days,0.011369749487488914,0.10358056265984655,0.7982225063938619,7.706296296296297
1154,CMP-01155,Q1_Winter_CMP-01155,2023-03-25,2023-04-08,Google Ads,20029,977,950.15,108.0,1,GO,14 days,0.0487792700584153,0.1105424769703173,0.972517911975435,8.797685185185186
1155,CMP-01156,Q2_Launch_CMP-01156,2023-01-18,2023-02-07,Facebook,60201,2887,2416.14,564.0,0,FA,20 days,0.04795601401970067,0.19535850363699342,0.8369033598891582,4.283936170212765
1156,CMP-01157,Q4_BlackFriday_CMP-01157,2023-02-23,2023-02-24,TikTok,33265,1015,612.79,67.0,1,TI,1 days,0.030512550728994437,0.06600985221674877,0.6037339901477832,9.146119402985073
1158,CMP-01159,Q2_Launch_CMP-01159,2023-02-08,2023-02-11,Google Ads,47197,1896,1671.91,234.0,0,GO,3 days,0.04017204483335805,0.12341772151898735,0.8818090717299578,7.14491452991453
1159,CMP-01160,Q1_Summer_CMP-01160,2023-02-17,2023-03-07,Instagram,56180,1667,2016.31,292.0,1,IN,18 days,0.029672481310074758,0.17516496700659867,1.2095440911817636,6.905171232876712
1160,CMP-01161,Q3_BlackFriday_CMP-01161,2023-09-05,2023-09-08,Instagram,24710,546,308.48,40.0,1,IN,3 days,0.02209631728045326,0.07326007326007326,0.564981684981685,7.712000000000001
1161,CMP-01162,Q1_Winter_CMP-01162,2023-12-01,2023-12-24,Facebook,30486,904,1400.3,82.0,1,FA,23 days,0.029652955454962934,0.09070796460176991,1.549004424778761,17.076829268292684
1163,CMP-01164,Q1_BlackFriday_CMP-01164,2023-06-19,2023-07-14,Facebook,72895,2369,3830.92,369.0,0,FA,25 days,0.032498799643322585,0.15576192486281132,1.6171042634022794,10.38189701897019
1164,CMP-01165,Q3_Launch_CMP-01165,2023-12-23,2023-12-28,Email,65435,1809,2023.56,155.0,1,EM,5 days,0.027645755329716512,0.08568269762299613,1.1186069651741293,13.055225806451613
1165,CMP-01166,Q4_Summer_CMP-01166,2023-10-04,2023-10-29,Facebook,41631,1425,1130.93,154.0,0,FA,25 days,0.03422930028104057,0.1080701754385965,0.7936350877192982,7.3437012987012995
1166,CMP-01167,Q2_BlackFriday_CMP-01167,2023-02-05,2023-05-23,Email,21103,986,1251.99,114.0,0,EM,107 days,0.04672321470880918,0.11561866125760649,1.2697667342799188,10.982368421052632
1167,CMP-01168,Q1_Launch_CMP-01168,2023-07-21,2023-07-23,Facebook,65772,1610,1120.17,295.0,1,FA,2 days,0.02447850148999574,0.18322981366459629,0.6957577639751553,3.7971864406779665
1168,CMP-01169,Q1_Winter_CMP-01169,2023-03-20,2023-04-01,TikTok,15382,600,696.49,67.0,1,TI,12 days,0.03900663112729164,0.11166666666666666,1.1608166666666666,10.395373134328358
1169,CMP-01170,Q3_BlackFriday_CMP-01170,2023-01-02,2023-01-11,Facebook,85291,3904,3810.14,280.0,1,FA,9 days,0.04577270755413818,0.07172131147540983,0.9759579918032787,13.607642857142856
1170,CMP-01171,Q2_Summer_CMP-01171,2023-12-05,2023-12-18,Facebook,4756,134,250.3,17.0,0,FA,13 days,0.028174936921783012,0.12686567164179105,1.867910447761194,14.723529411764707
1171,CMP-01172,Q3_Launch_CMP-01172,2023-02-19,2023-02-28,TikTok,21609,599,354.24,116.0,1,TI,9 days,0.027719931510018975,0.19365609348914858,0.5913856427378965,3.053793103448276
1172,CMP-01173,Q2_Launch_CMP-01173,2023-03-29,2023-04-13,Email,17478,595,916.91,83.0,0,EM,15 days,0.034042796658656595,0.13949579831932774,1.5410252100840336,11.04710843373494
1173,CMP-01174,Q3_Winter_CMP-01174,2023-08-31,2023-09-21,Facebook,40666,1368,1059.01,270.0,1,FA,21 days,0.03363989573599567,0.19736842105263158,0.7741301169590643,3.9222592592592593
1174,CMP-01175,Q3_Summer_CMP-01175,2023-07-23,2023-08-18,Facebook,76683,3240,3170.56,570.0,1,FA,26 days,0.04225186808027855,0.17592592592592593,0.9785679012345679,5.562385964912281
1175,CMP-01176,Q4_Winter_CMP-01176,2023-05-16,2023-06-15,Google Ads,72315,2101,2359.99,116.0,0,GO,30 days,0.02905344672612874,0.05521180390290338,1.1232698714897666,20.344741379310342
1176,CMP-01177,Q3_BlackFriday_CMP-01177,2023-10-06,2023-10-17,TikTok,78834,3929,7315.89,584.0,0,TI,11 days,0.04983890199660045,0.1486383303639603,1.8620234156273863,12.527208904109589
1177,CMP-01178,Q1_Launch_CMP-01178,2023-07-15,2023-07-25,TikTok,15153,187,161.54,17.0,0,TI,10 days,0.012340790602520952,0.09090909090909091,0.8638502673796791,9.50235294117647
1178,CMP-01179,Q2_Summer_CMP-01179,2023-05-15,2023-06-11,Email,77325,783,498.74,104.0,1,EM,27 days,0.010126091173617846,0.13282247765006386,0.6369604086845466,4.795576923076923
1179,CMP-01180,Q4_Winter_CMP-01180,2023-05-18,2023-06-05,Email,13999,498,487.06,45.0,1,E-,18 days,0.035573969569254946,0.09036144578313253,0.9780321285140562,10.823555555555556
1180,CMP-01181,Q3_BlackFriday_CMP-01181,2023-12-23,2024-01-12,TikTok,56318,1235,811.41,126.0,1,TI,20 days,0.021929045775773287,0.1020242914979757,0.6570121457489878,6.439761904761904
1181,CMP-01182,Q4_BlackFriday_CMP-01182,2023-06-26,2023-07-07,TikTok,1814,35,24.25,6.0,0,TI,11 days,0.019294377067254686,0.17142857142857143,0.6928571428571428,4.041666666666667
1182,CMP-01183,Q1_Winter_CMP-01183,2023-10-29,2023-11-28,Email,77077,1732,2356.86,140.0,1,EM,30 days,0.022471035458048447,0.08083140877598152,1.3607736720554273,16.834714285714288
1184,CMP-01185,Q3_Winter_CMP-01185,2023-10-02,2023-10-30,Google Ads,3443,38,20.76,2.0,1,GO,28 days,0.01103688643624746,0.05263157894736842,0.5463157894736842,10.38
1185,CMP-01186,Q1_BlackFriday_CMP-01186,2023-10-16,2023-10-21,Facebook,76993,3761,5910.87,239.0,1,FA,5 days,0.04884859662566727,0.06354692900824249,1.5716219090667376,24.731673640167365
1186,CMP-01187,Q4_Launch_CMP-01187,2023-02-10,2023-02-27,Email,76916,1448,1509.5,258.0,1,EM,17 days,0.018825731967340994,0.1781767955801105,1.0424723756906078,5.85077519379845
1187,CMP-01188,Q3_Launch_CMP-01188,2023-01-18,2023-02-03,Email,74319,2925,2012.58,422.0,0,EM,16 days,0.03935736487304727,0.14427350427350427,0.6880615384615384,4.76914691943128
1188,CMP-01189,Q4_Summer_CMP-01189,2023-10-20,2023-11-02,Instagram,18368,743,654.15,120.0,0,IN,13 days,0.04045078397212543,0.16150740242261102,0.8804172274562584,5.45125
1189,CMP-01190,Q3_BlackFriday_CMP-01190,2023-03-03,2023-03-28,Unknown,16328,770,1126.61,62.0,1,XX,25 days,0.04715825575698187,0.08051948051948052,1.46312987012987,18.17112903225806
1190,CMP-01191,Q3_BlackFriday_CMP-01191,2023-03-27,2023-04-24,Google Ads,57942,650,593.65,84.0,0,GO,28 days,0.011218114666390529,0.12923076923076923,0.9133076923076923,7.067261904761905
1191,CMP-01192,Q4_Winter_CMP-01192,2023-04-02,2023-06-03,TikTok,92751,4162,5168.3,668.0,1,TI,62 days,0.04487283155976755,0.1604997597308986,1.2417827967323403,7.736976047904192
1192,CMP-01193,Q4_Launch_CMP-01193,2023-02-10,2023-03-05,TikTok,28306,880,600.64,126.0,0,TI,23 days,0.0310888150922066,0.1431818181818182,0.6825454545454546,4.766984126984127
1194,CMP-01195,Q4_BlackFriday_CMP-01195,2023-06-13,2023-07-06,Facebook,40915,1463,1425.13,283.0,1,FA,23 days,0.03575705731394354,0.19343814080656185,0.9741148325358853,5.035795053003534
